OBJECTID,Borough,Latitude,Longitude,Public Area
676,STATEN ISLAND,40.6294013,-74.07689369,FOOD PANTRY
677,STATEN ISLAND,40.57618466,-74.1380506,STATE HISTORIC PLACE
678,STATEN ISLAND,40.52547368,-74.1769572,HIGH SCHOOL - NON-PUBLIC
679,STATEN ISLAND,40.6227381,-74.07535594,HOSPITAL
680,STATEN ISLAND,40.59947365,-74.1292733,EARLY EDUCATION PROGRAM
681,STATEN ISLAND,40.63804122,-74.1321378,820 STABIL AND REHAB
682,STATEN ISLAND,40.58290659,-74.07853901,SUPPORT MENTAL HEALTH
683,STATEN ISLAND,40.51538302,-74.20893624,TIDAL WETLAND
684,STATEN ISLAND,40.62893409,-74.11620111,SUMMER ONLY FEEDING SITE
685,STATEN ISLAND,40.52297873,-74.23105743,SCHOOL BASED CHILD CARE - PRESCHOOL
686,STATEN ISLAND,40.63121283,-74.08622962,ELEMENTARY SCHOOL - NON-PUBLIC
687,STATEN ISLAND,40.62345274,-74.08181516,CIVICS CLASSES
688,STATEN ISLAND,40.57607359,-74.11791905,SCHOOL BASED CHILD CARE - PRESCHOOL
689,STATEN ISLAND,40.55253698,-74.14957548,DAY CARE
690,STATEN ISLAND,40.63094524,-74.08865812,"ADULT LITERACY: READING & WRITING,NDA PROGRAMS,ENGLISH LANGUAGE PROGRAM,FAMILY LITERACY,ADULT BASIC EDUCATION,ABE/GED"
691,STATEN ISLAND,40.62661034,-74.15861345,DIAGNOSTIC AND TREATMENT CENTER
692,STATEN ISLAND,40.63070855,-74.13902496,"ADULT LITERACY: READING & WRITING,NDA PROGRAMS,ENGLISH LANGUAGE PROGRAM,ESOL,FAMILY LITERACY"
693,STATEN ISLAND,40.58290659,-74.07853901,SUPPORT MENTAL HEALTH
694,STATEN ISLAND,40.633784,-74.161095,RAIL LINE
695,STATEN ISLAND,40.53272017,-74.14699482,NATURE AREA
696,STATEN ISLAND,40.608297,-74.105906,"SECONDARY SCHOOL - PUBLIC, SPECIAL EDUCATION"
697,STATEN ISLAND,40.60031829,-74.19541342,CONSTRUCTION AND DEMOLITION PROCESSING
698,STATEN ISLAND,40.62699304,-74.14184686,OTHER
699,STATEN ISLAND,40.5525584,-74.17615079,NATURE AREA
700,STATEN ISLAND,40.61479326,-74.11952134,TRIANGLE/PLAZA
701,STATEN ISLAND,40.63460093,-74.14240256,OUT OF SCHOOL TIME: AFTER-SCHOOL PROGRAMS
702,STATEN ISLAND,40.62301314,-74.082365,SENIOR CENTER
703,STATEN ISLAND,40.62165413,-74.16532784,THEATER
704,STATEN ISLAND,40.60479,-74.091855,TEXTILES
705,STATEN ISLAND,40.644169,-74.072205,FERRY LANDING
706,STATEN ISLAND,40.63111,-74.20083,PORT OR MARINE TERMINAL
707,STATEN ISLAND,40.53638146,-74.16351375,ELEMENTARY SCHOOL - PUBLIC
708,STATEN ISLAND,40.57310073,-74.1387298,STATE HISTORIC PLACE
709,STATEN ISLAND,40.51218994,-74.22243431,FEEDING SITE
710,STATEN ISLAND,40.58331865,-74.1608899,SATELLITE SITE FOR STUDENTS WITH DISABILITIES
711,STATEN ISLAND,40.6295304,-74.07405362,FIREHOUSE
712,STATEN ISLAND,40.51376748,-74.22819281,NATURE AREA
713,STATEN ISLAND,40.58117287,-74.09213223,EARLY EDUCATION PROGRAM
714,STATEN ISLAND,40.63164989,-74.1485614,DAY CARE
715,STATEN ISLAND,40.63525328,-74.08581628,SUMMER ONLY FEEDING SITE
716,STATEN ISLAND,40.6357959,-74.08904512,DAY CARE
717,STATEN ISLAND,40.63082812,-74.12707839,COMPASS ELEMENTARY
718,STATEN ISLAND,40.64578192,-74.08775468,SUMMER ONLY FEEDING SITE
719,STATEN ISLAND,40.61312857,-74.06911937,COMPASS ELEMENTARY
720,STATEN ISLAND,40.63382083,-74.11384155,ELEMENTARY SCHOOL - NON-PUBLIC
721,STATEN ISLAND,40.58692225,-74.10124352,NYCHA COMMUNITY CENTER - COMMUNITY CENTER - CORNERSTONE
722,STATEN ISLAND,40.53459658,-74.23636433,CITY COUNCIL AWARDS
723,STATEN ISLAND,40.51684177,-74.19628295,HOSPITAL
724,STATEN ISLAND,40.52394002,-74.21607833,TRIANGLE/PLAZA
725,STATEN ISLAND,40.591139,-74.164247,TEXTILES
726,STATEN ISLAND,40.60957458,-74.14849772,PUBLIC LIBRARY
727,STATEN ISLAND,40.634855,-74.074894,NYCT SUBWAY YARD
728,STATEN ISLAND,40.60933755,-74.19148158,NATURE AREA
729,STATEN ISLAND,40.63080957,-74.16451275,NEIGHBORHOOD PARK
730,STATEN ISLAND,40.51641655,-74.19740808,OUTPATIENT MENTAL HEALTH
731,STATEN ISLAND,40.52062613,-74.2117156,ELEMENTARY SCHOOL - PUBLIC
732,STATEN ISLAND,40.645204,-74.078012,OUTDOOR PARKING - AGENCY VEHICLES
733,STATEN ISLAND,40.61645894,-74.08144813,DANCE
734,STATEN ISLAND,40.53800487,-74.23391565,TOW TRUCK COMPANY
735,STATEN ISLAND,40.58542708,-74.10151405,SUMMER ONLY FEEDING SITE
736,STATEN ISLAND,40.62488576,-74.15395599,NATURE AREA
737,STATEN ISLAND,40.59177242,-74.13925361,SUMMER ONLY FEEDING SITE
738,STATEN ISLAND,40.533411,-74.153903,PUMPING STATION
739,STATEN ISLAND,40.641276,-74.078249,OFFICE
740,STATEN ISLAND,40.63237526,-74.14810347,SCRAP METAL PROCESSING
741,STATEN ISLAND,40.64405138,-74.10175503,"MULTI-DISCIPLINE, NON-PERFORM"
742,STATEN ISLAND,40.56646166,-74.11432403,DAY CARE
743,STATEN ISLAND,40.62678551,-74.09611291,OUT OF SCHOOL TIME: AFTER-SCHOOL PROGRAMS
744,STATEN ISLAND,40.51218994,-74.22243431,SENIOR CENTER
745,STATEN ISLAND,40.60454039,-74.18085672,CHARTER SCHOOL
746,STATEN ISLAND,40.63969157,-74.13271651,STATE HISTORIC PLACE
747,STATEN ISLAND,40.58310516,-74.16070928,ADULT LITERACY - ENGLISH FOR SPEAKERS OF OTHER LANGUAGES
748,STATEN ISLAND,40.60167921,-74.06979261,FEEDING SITE
749,STATEN ISLAND,40.6399948,-74.07584446,DAY CARE
750,STATEN ISLAND,40.61338217,-74.06602614,"SUPPORTED HOUSING-OMH, ASSERTIVE COMMUNITY TREATMENT-OMH, SUPPORTED SRO-OMH, RESPITE-OMH"
751,STATEN ISLAND,40.53673502,-74.21884504,SUMMER ONLY FEEDING SITE
752,STATEN ISLAND,40.60691255,-74.1191737,CORNERSTONE
753,STATEN ISLAND,40.54333074,-74.2010676,STATE HISTORIC PLACE
754,STATEN ISLAND,40.57084576,-74.13291223,ADULT LITERACY - ENGLISH FOR SPEAKERS OF OTHER LANGUAGES
755,STATEN ISLAND,40.63924426,-74.09863728,HIGH SCHOOL - NON-PUBLIC
756,STATEN ISLAND,40.64405138,-74.10175503,PUBLIC MUSEUMS AND SITES
757,STATEN ISLAND,40.53346545,-74.23645672,OUTPATIENT CLINIC
758,STATEN ISLAND,40.63137856,-74.13831325,DIAGNOSTIC AND TREATMENT CENTER EXTENSION CLINIC
759,STATEN ISLAND,40.54495001,-74.18039006,SUMMER ONLY FEEDING SITE
760,STATEN ISLAND,40.61304452,-74.11759655,EARLY EDUCATION PROGRAM
761,STATEN ISLAND,40.62896268,-74.08012684,STATE HISTORIC PLACE
762,STATEN ISLAND,40.64033978,-74.07362623,CITY COUNCIL AWARDS
763,STATEN ISLAND,40.605841,-74.178826,AGENCY EXECUTIVE OFFICE
764,STATEN ISLAND,40.59735498,-74.12512462,SCHOOL BASED HOSPITAL EXTENSION CLINIC
765,STATEN ISLAND,40.62513498,-74.11556949,BUILDINGS/INSTITUTIONS
766,STATEN ISLAND,40.59067752,-74.10056787,FIREHOUSE
767,STATEN ISLAND,40.60075308,-74.10150044,NATURE AREA
768,STATEN ISLAND,40.57382502,-74.10891136,OUT OF SCHOOL TIME: AFTER-SCHOOL PROGRAMS
769,STATEN ISLAND,40.6370274,-74.15380541,PEDESTRIAN PLAZA
770,STATEN ISLAND,40.640553,-74.12593,SLUDGE DE-WATERING FACILITY
771,STATEN ISLAND,40.61565171,-74.10731064,COMMUNITY PARK
772,STATEN ISLAND,40.62033431,-74.16351011,NEIGHBORHOOD PARK
773,STATEN ISLAND,40.63362828,-74.11734782,TOW TRUCK COMPANY
774,STATEN ISLAND,40.55556621,-74.10835192,NATURE AREA
775,STATEN ISLAND,40.64158233,-74.0853565,"IN-SCHOOL YOUTH EMPLOYMENT (ISY): AFTER-SCHOOL PROGRAMS,JOBS & INTERNSHIPS,YOUTH EMPLOYMENT"
776,STATEN ISLAND,40.54194842,-74.21390084,OUT OF SCHOOL TIME: AFTER-SCHOOL PROGRAMS
777,STATEN ISLAND,40.55383582,-74.21320026,FIREHOUSE
778,STATEN ISLAND,40.63527966,-74.10375435,SUMMER ONLY FEEDING SITE
779,STATEN ISLAND,40.52297873,-74.23105743,ELEMENTARY SCHOOL - NON-PUBLIC
780,STATEN ISLAND,40.61327341,-74.09232281,4-YEAR INDEPENDENT
781,STATEN ISLAND,40.64326724,-74.07756163,PRE-K CENTER
782,STATEN ISLAND,40.6399948,-74.07584446,SUMMER ONLY FEEDING SITE
783,STATEN ISLAND,40.62850747,-74.10746763,COMPASS ELEMENTARY
784,STATEN ISLAND,40.60831179,-74.14477935,EARLY EDUCATION PROGRAM
785,STATEN ISLAND,40.541429,-74.20823543,EARLY EDUCATION PROGRAM
786,STATEN ISLAND,40.52763038,-74.2167229,EARLY EDUCATION PROGRAM
787,STATEN ISLAND,40.63954395,-74.13708694,SCHOOL'S OUT NEW YORK CITY (SONYC)
788,STATEN ISLAND,40.62827604,-74.09901394,SUMMER ONLY FEEDING SITE
789,STATEN ISLAND,40.59604001,-74.07512507,SUMMER ONLY FEEDING SITE
790,STATEN ISLAND,40.62152536,-74.12340187,SCHOOL BASED CHILD CARE - PRESCHOOL
791,STATEN ISLAND,40.62570624,-74.08361561,CITY COUNCIL AWARDS
792,STATEN ISLAND,40.63506268,-74.11268493,STATE HISTORIC PLACE
793,STATEN ISLAND,40.63023834,-74.08113087,DAY CARE
794,STATEN ISLAND,40.63503341,-74.13220478,FOOD PANTRY
795,STATEN ISLAND,40.61443217,-74.06888193,SUMMER ONLY FEEDING SITE
796,STATEN ISLAND,40.57326337,-74.11446837,LICENSED PRIVATE SCHOOLS
797,STATEN ISLAND,40.51691528,-74.20910074,TIDAL WETLAND
798,STATEN ISLAND,40.50881938,-74.24401098,DOE UNIVERSAL PRE-K
799,STATEN ISLAND,40.55065724,-74.21111749,CAMP - ALL AGE
800,STATEN ISLAND,40.61662428,-74.16163406,RECREATION FIELD/COURTS
801,STATEN ISLAND,40.62480552,-74.1505607,OUT OF SCHOOL TIME: AFTER-SCHOOL PROGRAMS
802,STATEN ISLAND,40.63663899,-74.11692156,"SUMMER YOUTH EMPLOYMENT : JOBS & INTERNSHIPS,YOUTH EMPLOYMENT"
803,STATEN ISLAND,40.58719323,-74.07259955,NATURE AREA
804,STATEN ISLAND,40.51218994,-74.22243431,CAMP - ALL AGE
805,STATEN ISLAND,40.64101232,-74.13535655,COMMUNITY PARK
806,STATEN ISLAND,40.6424,-74.075958,OFFICE
807,STATEN ISLAND,40.583641,-74.096171,ELECTRONICS
808,STATEN ISLAND,40.541429,-74.20823543,DAY CARE
809,STATEN ISLAND,40.63237526,-74.14810347,RECYCLABLES HANDLING AND RECOVERY
810,STATEN ISLAND,40.64405138,-74.10175503,MUSIC
811,STATEN ISLAND,40.56495127,-74.12755852,REGISTERED BUSINESS SCHOOLS
812,STATEN ISLAND,40.630768,-74.07119,WASTEWATER PUMPING STATION
813,STATEN ISLAND,40.57611067,-74.14126177,STATE HISTORIC PLACE
814,STATEN ISLAND,40.635849,-74.11788865,NYCHA COMMUNITY CENTER - COMMUNITY CENTER - CORNERSTONE
815,STATEN ISLAND,40.522141,-74.238738,TEXTILES
816,STATEN ISLAND,40.63395904,-74.12077498,EMERGENCY/CRISIS MENTAL HEALTH
817,STATEN ISLAND,40.64007846,-74.09579002,SUPPORT MENTAL HEALTH
818,STATEN ISLAND,40.56147877,-74.12486959,ELEMENTARY SCHOOL - PUBLIC
819,STATEN ISLAND,40.5911601,-74.13105937,COMPOST
820,STATEN ISLAND,40.63700747,-74.11900748,COMMUNITY PARK
821,STATEN ISLAND,40.63458326,-74.09779867,"OUT OF SCHOOL TIME: AFTER-SCHOOL PROGRAMS,SUMMER PROGRAM,SUMMER CAMP"
822,STATEN ISLAND,40.61080026,-74.08678506,HIGH SCHOOL - PUBLIC
823,STATEN ISLAND,40.60074053,-74.19236535,OUTPATIENT MENTAL HEALTH
824,STATEN ISLAND,40.52297038,-74.18609763,JOINTLY OPERATED PLAYGROUND
825,STATEN ISLAND,40.63719724,-74.13176867,NEIGHBORHOOD PARK
826,STATEN ISLAND,40.53458933,-74.235823,VEHICLE DISMANTLING FACILITY
827,STATEN ISLAND,40.63521265,-74.1033503,SPECIAL DEMO - CITY COUNCIL-OPWDD-OMH
828,STATEN ISLAND,40.61922528,-74.06824051,CITY COUNCIL AWARDS
829,STATEN ISLAND,40.63372582,-74.07824384,COMPASS EXPLORE
830,STATEN ISLAND,40.64048032,-74.07624708,WORKS PLUS
831,STATEN ISLAND,40.63172362,-74.09952149,SUMMER ONLY FEEDING SITE
832,STATEN ISLAND,40.62103434,-74.07626521,DIAGNOSTIC AND TREATMENT CENTER EXTENSION CLINIC
833,STATEN ISLAND,40.63804122,-74.1321378,SPECIAL DEMO - CITY COUNCIL-OMH
834,STATEN ISLAND,40.5443362,-74.18177655,SATELLITE SITE FOR STUDENTS WITH DISABILITIES
835,STATEN ISLAND,40.58761723,-74.10085282,DAY CARE
836,STATEN ISLAND,40.64268019,-74.0761632,STATE HISTORIC PLACE
837,STATEN ISLAND,40.6179935,-74.13307502,ADULT LITERACY - ENGLISH FOR SPEAKERS OF OTHER LANGUAGES
838,STATEN ISLAND,40.60266359,-74.14346708,PROGRAMS FOR PEOPLE WITH DISABILITIES
839,STATEN ISLAND,40.6152612,-74.13069149,FIREHOUSE
840,STATEN ISLAND,40.637045,-74.07425441,BUILDINGS/INSTITUTIONS
841,STATEN ISLAND,40.57588786,-74.0833491,ELEMENTARY SCHOOL - CHARTER
842,STATEN ISLAND,40.56237348,-74.15092748,NATURE AREA
843,STATEN ISLAND,40.64548159,-74.08194315,HIGH SCHOOL - PUBLIC
844,STATEN ISLAND,40.635849,-74.11788865,SENIOR CENTER
845,STATEN ISLAND,40.63453598,-74.10578622,OUTPATIENT MENTAL HEALTH
846,STATEN ISLAND,40.54309692,-74.1474039,FIREHOUSE
847,STATEN ISLAND,40.63027129,-74.08807041,NEIGHBORHOOD PARK
848,STATEN ISLAND,40.63939963,-74.08952307,PLAYGROUND
849,STATEN ISLAND,40.62719459,-74.10979056,DAY CARE
850,STATEN ISLAND,40.51641655,-74.19740808,SUPPORT MENTAL HEALTH
851,STATEN ISLAND,40.538756,-74.234473,MUSIC
852,STATEN ISLAND,40.62297715,-74.14511238,TEEN ACTION PROGRAM: AFTER-SCHOOL PROGRAMS
853,STATEN ISLAND,40.58179703,-74.15894067,HIGH SCHOOL - PUBLIC
854,STATEN ISLAND,40.63716001,-74.17496462,UNDEVELOPED
855,STATEN ISLAND,40.63422332,-74.13550124,DAY CARE
856,STATEN ISLAND,40.63663899,-74.11692156,ELEMENTARY SCHOOL - PUBLIC
857,STATEN ISLAND,40.62539976,-74.11935731,CAMP - ALL AGE
858,STATEN ISLAND,40.59585758,-74.06307064,COMPOST
859,STATEN ISLAND,40.62848948,-74.08809269,"MULTI-DISCIPL, PERF & NON-PERF"
860,STATEN ISLAND,40.62865443,-74.08280844,"MULTI-DISCIPL, PERF & NON-PERF"
861,STATEN ISLAND,40.63447139,-74.12044689,DAY CARE
862,STATEN ISLAND,40.52569741,-74.1636712,NATURE AREA
863,STATEN ISLAND,40.63460093,-74.14240256,SCHOOL BASED HOSPITAL EXTENSION CLINIC
864,STATEN ISLAND,40.53157268,-74.21737692,COMMUNITY PARK
865,STATEN ISLAND,40.51218994,-74.22243431,"K-12 ALL GRADES SCHOOL - PUBLIC, SPECIAL EDUCATION"
866,STATEN ISLAND,40.621223,-74.06828,INDOOR STORAGE - EQUIPMENT
867,STATEN ISLAND,40.59644096,-74.07570457,SENIOR CENTER
868,STATEN ISLAND,40.59034585,-74.0650909,WATERFRONT FACILITY
869,STATEN ISLAND,40.60245944,-74.1628034,DAY CARE
870,STATEN ISLAND,40.60445287,-74.18068646,SECONDARY SCHOOL - CHARTER
871,STATEN ISLAND,40.64414218,-74.08014178,SUMMER ONLY FEEDING SITE
872,STATEN ISLAND,40.63231366,-74.13366362,ELEMENTARY SCHOOL - NON-PUBLIC
873,STATEN ISLAND,40.57155852,-74.11464472,ELEMENTARY SCHOOL - NON-PUBLIC
874,STATEN ISLAND,40.61693067,-74.07348805,PRE-K CENTER
875,STATEN ISLAND,40.62272289,-74.07799868,ADULT DAY CARE
876,STATEN ISLAND,40.62345274,-74.08181516,CORNERSTONE
877,STATEN ISLAND,40.6128958,-74.08261429,CITY COUNCIL AWARDS
878,STATEN ISLAND,40.61090985,-74.12108238,EARLY EDUCATION PROGRAM
879,STATEN ISLAND,40.53673502,-74.21884504,FEEDING SITE
880,STATEN ISLAND,40.62792258,-74.1260965,ELEMENTARY SCHOOL - NON-PUBLIC
881,STATEN ISLAND,40.63363448,-74.1486902,PROGRAMS FOR PEOPLE WITH DISABILITIES
882,STATEN ISLAND,40.64371736,-74.10882792,SUMMER ONLY FEEDING SITE
883,STATEN ISLAND,40.57988135,-74.11168612,CITY COUNCIL AWARDS
884,STATEN ISLAND,40.62223302,-74.07903047,ELEMENTARY SCHOOL - PUBLIC
885,STATEN ISLAND,40.62798018,-74.07830155,ADULT LITERACY - ENGLISH FOR SPEAKERS OF OTHER LANGUAGES
886,STATEN ISLAND,40.56816501,-74.11623477,CITY COUNCIL AWARDS
887,STATEN ISLAND,40.6275797,-74.07684449,RECREATION-OPWDD
888,STATEN ISLAND,40.54434652,-74.19720254,JUNIOR HIGH-INTERMEDIATE-MIDDLE SCHOOL - PUBLIC
889,STATEN ISLAND,40.58290659,-74.07853901,OUTPATIENT MENTAL HEALTH
890,STATEN ISLAND,40.63045171,-74.15213945,DAY CARE
891,STATEN ISLAND,40.60559424,-74.16204452,SUPPORT MENTAL HEALTH
892,STATEN ISLAND,40.60879793,-74.20081695,NATURE AREA
893,STATEN ISLAND,40.642304,-74.09640928,SENIOR CENTER
894,STATEN ISLAND,40.62281995,-74.13391292,NEIGHBORHOOD PARK
895,STATEN ISLAND,40.63309516,-74.12537623,DAY CARE
896,STATEN ISLAND,40.60074053,-74.19236535,SUPPORT MENTAL HEALTH
897,STATEN ISLAND,40.644346,-74.112629,SLUDGE DE-WATERING FACILITY
898,STATEN ISLAND,40.61338217,-74.06602614,SUPPORT MENTAL HEALTH
899,STATEN ISLAND,40.61148667,-74.0850542,NEIGHBORHOOD PARK
900,STATEN ISLAND,40.6179935,-74.13307502,ELEMENTARY SCHOOL - PUBLIC
901,STATEN ISLAND,40.58290659,-74.07853901,HOSPITAL EXTENSION CLINIC
902,STATEN ISLAND,40.64189313,-74.08544682,"OUT OF SCHOOL TIME: AFTER-SCHOOL PROGRAMS,SUMMER PROGRAM,SUMMER CAMP"
903,STATEN ISLAND,40.50967021,-74.24744651,TEXTILES
904,STATEN ISLAND,40.614357,-74.06667,TEXTILES
905,STATEN ISLAND,40.55197788,-74.19545315,ELEMENTARY SCHOOL - PUBLIC
906,STATEN ISLAND,40.64277,-74.077256,OFFICE
907,STATEN ISLAND,40.64285153,-74.07927287,HIGH SCHOOL - PUBLIC
908,STATEN ISLAND,40.64281995,-74.07926327,OUT OF SCHOOL TIME: AFTER-SCHOOL PROGRAMS
909,STATEN ISLAND,40.551149,-74.149216,MUNICIPAL PARKING - OUTDOOR
910,STATEN ISLAND,40.61035183,-74.1593718,SATELLITE SITE FOR STUDENTS WITH DISABILITIES
911,STATEN ISLAND,40.59116,-74.131061,SANITATION SECTION STATION
912,STATEN ISLAND,40.64277,-74.077256,OFFICE
913,STATEN ISLAND,40.52033826,-74.19097569,COMMUNITY PARK
914,STATEN ISLAND,40.64395087,-74.0733996,FERRY TERMINAL
915,STATEN ISLAND,40.51299059,-74.20179716,WATERFRONT FACILITY
916,STATEN ISLAND,40.638849,-74.134805,RAIL LINE
917,STATEN ISLAND,40.5978694,-74.18047819,FIREHOUSE
918,STATEN ISLAND,40.54194842,-74.21390084,SUMMER ONLY FEEDING SITE
919,STATEN ISLAND,40.63663899,-74.11692156,"IN-SCHOOL YOUTH EMPLOYMENT (ISY): AFTER-SCHOOL PROGRAMS,JOBS & INTERNSHIPS,YOUTH EMPLOYMENT"
920,STATEN ISLAND,40.63754705,-74.11708582,DAY CARE
921,STATEN ISLAND,40.63070855,-74.13902496,"NDA IMMIGRANTS: IMMIGRATION SERVICES,IMMIGRANT SUPPORT SERVICES,NDA PROGRAMS,NDA IMMIGRANTS"
922,STATEN ISLAND,40.61850838,-74.08094477,"ADULT LITERACY: READING & WRITING,NDA PROGRAMS,ENGLISH LANGUAGE PROGRAM,FAMILY LITERACY,ADULT BASIC EDUCATION,ABE/GED"
923,STATEN ISLAND,40.5467978,-74.15702566,ELEMENTARY SCHOOL - NON-PUBLIC
924,STATEN ISLAND,40.62677112,-74.07735183,CHILD HEALTH CENTER
925,STATEN ISLAND,40.54194842,-74.21390084,DOE UNIVERSAL PRE-K
926,STATEN ISLAND,40.635849,-74.11788865,CORNERSTONE
927,STATEN ISLAND,40.63663899,-74.11692156,SYEP CAREER FIRST
928,STATEN ISLAND,40.61574427,-74.07888604,EARLY EDUCATION PROGRAM
929,STATEN ISLAND,40.61007152,-74.16466819,HIGH SCHOOL - NON-PUBLIC
930,STATEN ISLAND,40.52297873,-74.23105743,DAY CARE
931,STATEN ISLAND,40.62301314,-74.082365,EARLY EDUCATION PROGRAM
932,STATEN ISLAND,40.63527966,-74.10375435,VOCATIONAL SERVICES-OMH
933,STATEN ISLAND,40.63093828,-74.15104538,CITY COUNCIL AWARDS
934,STATEN ISLAND,40.56578083,-74.18361268,ADULT LITERACY - ADULT BASIC EDUCATION/HIGH SCHOOL EQUIVALENCY
935,STATEN ISLAND,40.62047947,-74.08088476,SCHOOL'S OUT NEW YORK CITY (SONYC)
936,STATEN ISLAND,40.6227381,-74.07535594,"MEDICALLY SUPERVISED OUTPATIENT-OASAS, RESIDENTIAL SERVICES-OASAS"
937,STATEN ISLAND,40.56047552,-74.11165334,DAY CARE
938,STATEN ISLAND,40.64136374,-74.07621027,COMMUNITY BASED PROGRAMS
939,STATEN ISLAND,40.59963059,-74.07079421,HIGH SCHOOL - NON-PUBLIC
940,STATEN ISLAND,40.53318132,-74.19080321,ELEMENTARY SCHOOL - NON-PUBLIC
941,STATEN ISLAND,40.64339646,-74.07112734,STATE HISTORIC PLACE
942,STATEN ISLAND,40.64175814,-74.07664684,SUMMER ONLY FEEDING SITE
943,STATEN ISLAND,40.50881938,-74.24401098,CITY COUNCIL AWARDS
944,STATEN ISLAND,40.59275921,-74.16237629,DAY CARE
945,STATEN ISLAND,40.63453598,-74.10578622,OUTPATIENT MENTAL HEALTH
946,STATEN ISLAND,40.64093253,-74.09533243,"K-8 SCHOOL - PUBLIC, SPECIAL EDUCATION"
947,STATEN ISLAND,40.62511282,-74.14447129,TRIANGLE/PLAZA
948,STATEN ISLAND,40.6393122,-74.07609334,OUTPATIENT MENTAL HEALTH
949,STATEN ISLAND,40.62630446,-74.08147016,SUPPORT MENTAL HEALTH
950,STATEN ISLAND,40.58262065,-74.12302874,NATURE AREA
951,STATEN ISLAND,40.60934507,-74.11978312,MANAGED SITES
952,STATEN ISLAND,40.56402641,-74.15150385,"K-12 ALL GRADES SCHOOL - PUBLIC, SPECIAL EDUCATION"
953,STATEN ISLAND,40.621223,-74.06828,AGENCY OFFICE
954,STATEN ISLAND,40.58668583,-74.16933876,DSNY GARAGE
955,STATEN ISLAND,40.56653544,-74.13854858,PUBLIC LIBRARY
956,STATEN ISLAND,40.64548159,-74.08194315,OUT OF SCHOOL TIME: AFTER-SCHOOL PROGRAMS
957,STATEN ISLAND,40.63065756,-74.1920379,NATURE AREA
958,STATEN ISLAND,40.62609705,-74.07784236,PUBLIC LIBRARY
959,STATEN ISLAND,0,0,BEACON: AFTER-SCHOOL PROGRAMS
960,STATEN ISLAND,40.636343,-74.074662,WASTEWATER PUMPING STATION
961,STATEN ISLAND,40.59814686,-74.18252843,REGULATED MEDICAL WASTE
962,STATEN ISLAND,40.632569,-74.129687,GARAGE
963,STATEN ISLAND,40.646556,-74.089902,RAIL LINE
964,STATEN ISLAND,40.54311225,-74.18275006,ELEMENTARY SCHOOL - PUBLIC
965,STATEN ISLAND,40.64189313,-74.08544682,JOINTLY OPERATED PLAYGROUND
966,STATEN ISLAND,40.58179703,-74.15894067,JUNIOR HIGH-INTERMEDIATE-MIDDLE SCHOOL - PUBLIC
967,STATEN ISLAND,40.61080026,-74.08678506,OUT OF SCHOOL TIME: AFTER-SCHOOL PROGRAMS
968,STATEN ISLAND,40.64025999,-74.13513203,SUMMER ONLY FEEDING SITE
969,STATEN ISLAND,40.61574427,-74.07888604,DAY CARE
970,STATEN ISLAND,40.62297715,-74.14511238,JOINTLY OPERATED PLAYGROUND
971,STATEN ISLAND,40.62784765,-74.0730754,WATERFRONT FACILITY
972,STATEN ISLAND,40.63441719,-74.12199346,FIREHOUSE
973,STATEN ISLAND,40.62871841,-74.08949128,SCHOOL BASED CHILD CARE - PRESCHOOL
974,STATEN ISLAND,40.62047947,-74.08088476,"OUT OF SCHOOL TIME: AFTER-SCHOOL PROGRAMS,SUMMER PROGRAM,SUMMER CAMP"
975,STATEN ISLAND,40.62301314,-74.082365,SUMMER ONLY FEEDING SITE
976,STATEN ISLAND,40.62480552,-74.1505607,DOE UNIVERSAL PRE-K
977,STATEN ISLAND,40.60479659,-74.15409903,EARLY EDUCATION PROGRAM
978,STATEN ISLAND,40.58310516,-74.16070928,DOE UNIVERSAL PRE-K
979,STATEN ISLAND,40.63414512,-74.08739073,NURSING HOME
980,STATEN ISLAND,40.58290659,-74.07853901,"SELF-HELP-OMH, NON-MEDICAID CARE COORDINATION; (NON-LICENSED PROGRAM)-OMH, ADVOCACY SERVICES-OMH"
981,STATEN ISLAND,40.58475966,-74.08604676,OPIOID OUTPATIENT TREATMENT
982,STATEN ISLAND,40.63445108,-74.12100247,SUMMER ONLY FEEDING SITE
983,STATEN ISLAND,40.63047002,-74.09706503,SUMMER ONLY FEEDING SITE
984,STATEN ISLAND,40.50291007,-74.25345924,STATE HISTORIC PLACE
985,STATEN ISLAND,40.61254975,-74.17669692,COMPULSIVE GAMBLING SERVICES
986,STATEN ISLAND,40.60735376,-74.17298452,CHARTER SCHOOL
987,STATEN ISLAND,40.60291947,-74.17339118,PROGRAMS FOR PEOPLE WITH DISABILITIES
988,STATEN ISLAND,40.62891389,-74.07608622,FOOD PANTRY
989,STATEN ISLAND,40.63372582,-74.07824384,COMPASS ELEMENTARY
990,STATEN ISLAND,40.58241722,-74.08862211,JOINTLY OPERATED PLAYGROUND
991,STATEN ISLAND,40.56578083,-74.18361268,"ADULT LITERACY: READING & WRITING,NDA PROGRAMS,ENGLISH LANGUAGE PROGRAM,FAMILY LITERACY,ADULT BASIC EDUCATION,ABE/GED"
992,STATEN ISLAND,40.63460093,-74.14240256,OUT OF SCHOOL TIME: AFTER-SCHOOL PROGRAMS
993,STATEN ISLAND,40.64334155,-74.08585563,NEIGHBORHOOD PARK
994,STATEN ISLAND,40.58916708,-74.0945939,DAY CARE
